# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = snia_model
# start_datetime = 2023-07-26 21:07:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = Model4/Data/snia.json
# init = /var/folders/tg/1rvyy6v13kq9w3s_hnykjpmc0000gp/T/tmpqyqz0r3g/up79hxi8.json
# random
#   seed = 4883
# output
#   file = /Users/guilhermegarcia/Desktop/IASTRO_Estagio/output4/snia/snia-20230726220732.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,A,B,C,Delta.1,Delta.2,Delta.3,Delta.4,Delta.5,Delta.6,Delta.7,Delta.8,Delta.9,Delta.10,Delta.11,Delta.12,Delta.13,Delta.14,Delta.15,Delta.16,Delta.17,Delta.18,Delta.19,Delta.20,Delta.21,Delta.22,Delta.23,Delta.24,Delta.25,Delta.26,Delta.27,Delta.28,Delta.29,Delta.30,Delta.31,Delta.32,Delta.33,Delta.34,Delta.35,Delta.36,Delta.37,Delta.38,Delta.39,Delta.40
-50.6134,0.984499,0.418132,3,15,0,50.7134,0.268244,-0.188972,0.268244,-0.188972,3.26107e+07,1.3702e+06,57571.6,23.8156,23.7561,23.7816,23.7807,23.7819,23.7724,23.7426,23.7746,23.7708,23.8779,23.8129,23.8766,23.8526,23.7957,23.8222,23.8768,23.8021,23.746,23.8192,23.8171,23.8006,23.806,23.7954,23.7947,23.7635,23.7953,23.8314,23.8034,23.7978,23.8087,23.7982,23.8182,23.7913,23.8158,23.7732,23.7642,23.804,23.8032,23.7609,23.6579
-50.4715,1,0.418132,1,1,0,50.5909,0.26916,-0.20339,0.26916,-0.20339,3.26135e+07,1.37026e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7428,23.7749,23.7711,23.8782,23.8133,23.877,23.8531,23.7962,23.8228,23.8773,23.8027,23.7467,23.82,23.8179,23.8015,23.8069,23.7964,23.7958,23.7646,23.7965,23.8326,23.8047,23.7992,23.8102,23.7998,23.82,23.7932,23.8178,23.7754,23.7665,23.8065,23.8059,23.7641,23.6614
-50.2977,0.99986,0.418132,2,7,0,50.5888,0.271852,-0.186108,0.271852,-0.186108,3.26146e+07,1.37028e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8783,23.8133,23.8771,23.8532,23.7963,23.8229,23.8775,23.8029,23.7469,23.8202,23.8181,23.8017,23.8072,23.7967,23.7961,23.765,23.7969,23.8331,23.8052,23.7997,23.8108,23.8005,23.8207,23.794,23.8188,23.7764,23.7677,23.8079,23.8076,23.7662,23.6641
-49.8926,0.916723,0.418132,3,7,0,51.146,0.279468,-0.0459874,0.279468,-0.0459874,3.26137e+07,1.37026e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7724,23.7426,23.7747,23.7709,23.878,23.813,23.8767,23.8527,23.7958,23.8224,23.877,23.8023,23.7463,23.8196,23.8175,23.8011,23.8066,23.7961,23.7954,23.7643,23.7962,23.8324,23.8046,23.7992,23.8103,23.8,23.8203,23.7937,23.8186,23.7764,23.768,23.8085,23.8086,23.7682,23.6672
-49.7553,0.985005,0.418132,2,7,0,50.48,0.284772,-0.01614,0.284772,-0.01614,3.26193e+07,1.37038e+06,57571.6,23.8157,23.7563,23.7819,23.7809,23.7822,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8234,23.8781,23.8035,23.7476,23.821,23.819,23.8027,23.8083,23.7979,23.7974,23.7664,23.7985,23.8349,23.8072,23.802,23.8133,23.8033,23.8238,23.7975,23.8228,23.7809,23.7731,23.8141,23.8149,23.7757,23.676
-50.4029,0.977408,0.418132,3,7,0,50.435,0.274391,0.238216,0.274391,0.238216,3.26244e+07,1.37049e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8147,23.8786,23.8548,23.7981,23.8249,23.8796,23.8051,23.7493,23.8228,23.8209,23.8047,23.8104,23.8002,23.7997,23.7688,23.801,23.8375,23.8099,23.8047,23.8161,23.8061,23.8266,23.8004,23.8256,23.7837,23.7757,23.8165,23.8169,23.7768,23.6758
-50.6744,0.95655,0.418132,2,7,0,52.0118,0.265825,0.23384,0.265825,0.23384,3.26137e+07,1.37026e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8783,23.8134,23.8771,23.8532,23.7963,23.8229,23.8775,23.8029,23.7469,23.8201,23.818,23.8016,23.8071,23.7966,23.7959,23.7648,23.7966,23.8328,23.8049,23.7993,23.8103,23.7999,23.82,23.7932,23.8177,23.7752,23.7661,23.806,23.8052,23.7629,23.6597
-50.2785,0.585038,0.418132,2,7,0,55.2761,0.293386,-0.0128189,0.293386,-0.0128189,3.26293e+07,1.37059e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7438,23.7761,23.7724,23.8797,23.8149,23.8789,23.8551,23.7984,23.8252,23.88,23.8056,23.7499,23.8234,23.8216,23.8055,23.8113,23.8012,23.8009,23.7702,23.8025,23.8392,23.8119,23.807,23.8187,23.809,23.83,23.8042,23.8301,23.7889,23.782,23.824,23.8258,23.7886,23.691
-51.1264,0.925072,0.418132,2,3,0,51.9703,0.297353,0.0816176,0.297353,0.0816176,3.26359e+07,1.37073e+06,57571.6,23.8161,23.7568,23.7825,23.7817,23.7832,23.7739,23.7444,23.7767,23.7731,23.8805,23.8158,23.8798,23.8561,23.7996,23.8264,23.8813,23.8071,23.7514,23.8251,23.8234,23.8075,23.8134,23.8035,23.8033,23.7728,23.8053,23.8422,23.815,23.8103,23.8223,23.8128,23.8341,23.8086,23.8349,23.7939,23.7876,23.8301,23.8325,23.7964,23.6998
-50.4537,1,0.418132,3,15,0,51.0808,0.268926,-0.236083,0.268926,-0.236083,3.26177e+07,1.37035e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7432,23.7754,23.7716,23.8788,23.8139,23.8777,23.8538,23.797,23.8237,23.8783,23.8037,23.7478,23.8211,23.8191,23.8028,23.8083,23.7979,23.7973,23.7663,23.7982,23.8345,23.8067,23.8013,23.8125,23.8022,23.8224,23.7958,23.8207,23.7783,23.7697,23.8099,23.8095,23.768,23.6657
-50.0934,0.998514,0.418132,2,7,0,50.7424,0.277092,-0.177785,0.277092,-0.177785,3.26199e+07,1.37039e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8778,23.8539,23.7971,23.8238,23.8785,23.8039,23.748,23.8214,23.8194,23.8032,23.8088,23.7984,23.7979,23.7669,23.799,23.8353,23.8077,23.8023,23.8136,23.8035,23.824,23.7976,23.8227,23.7807,23.7725,23.8132,23.8135,23.7734,23.6725
-50.1511,0.860624,0.418132,1,3,0,51.7853,0.276151,-0.043493,0.276151,-0.043493,3.26097e+07,1.37018e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7705,23.8775,23.8125,23.8761,23.8521,23.7952,23.8217,23.8762,23.8015,23.7454,23.8186,23.8164,23.8,23.8054,23.7948,23.7941,23.7628,23.7946,23.8307,23.8028,23.7972,23.8081,23.7977,23.8178,23.791,23.8156,23.7732,23.7644,23.8046,23.8042,23.763,23.6613
-49.9131,0.947587,0.418132,1,3,0,51.4976,0.279046,0.0744461,0.279046,0.0744461,3.26142e+07,1.37027e+06,57571.6,23.8156,23.7562,23.7817,23.7807,23.782,23.7725,23.7427,23.7748,23.7709,23.878,23.8131,23.8768,23.8528,23.796,23.8226,23.8771,23.8025,23.7465,23.8198,23.8177,23.8013,23.8068,23.7963,23.7957,23.7646,23.7965,23.8327,23.8049,23.7994,23.8106,23.8003,23.8206,23.794,23.8189,23.7767,23.7683,23.8089,23.809,23.7686,23.6676
-52.0154,0.942195,0.418132,3,9,0,52.2398,0.255371,0.256304,0.255371,0.256304,3.26046e+07,1.37007e+06,57571.6,23.8155,23.756,23.7815,23.7805,23.7817,23.7722,23.7423,23.7743,23.7704,23.8774,23.8124,23.876,23.852,23.7949,23.8215,23.8759,23.8011,23.745,23.8181,23.8158,23.7992,23.8045,23.7938,23.7929,23.7615,23.7931,23.8289,23.8007,23.7949,23.8054,23.7946,23.8143,23.7869,23.8108,23.7677,23.7576,23.7965,23.7944,23.7498,23.6441
-52.2593,0.982478,0.418132,2,3,0,52.4735,0.254825,0.248559,0.254825,0.248559,3.26028e+07,1.37003e+06,57571.6,23.8155,23.756,23.7814,23.7804,23.7816,23.772,23.7421,23.7741,23.7702,23.8772,23.8121,23.8757,23.8517,23.7946,23.8211,23.8755,23.8007,23.7445,23.8176,23.8153,23.7986,23.8039,23.7931,23.7922,23.7608,23.7923,23.8281,23.7999,23.7939,23.8044,23.7936,23.8131,23.7857,23.8095,23.7663,23.7561,23.7948,23.7926,23.7477,23.6418
-50.0422,0.659404,0.418132,2,7,0,53.8616,0.277376,0.161029,0.277376,0.161029,3.26185e+07,1.37036e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7729,23.7431,23.7753,23.7715,23.8787,23.8138,23.8776,23.8537,23.7969,23.8235,23.8782,23.8036,23.7477,23.821,23.819,23.8027,23.8083,23.7979,23.7974,23.7664,23.7983,23.8347,23.807,23.8016,23.8129,23.8027,23.8231,23.7967,23.8217,23.7797,23.7715,23.8121,23.8124,23.7721,23.6712
-50.2367,0.929701,0.418132,3,7,0,50.9691,0.273112,0.163533,0.273112,0.163533,3.26137e+07,1.37026e+06,57571.6,23.8156,23.7562,23.7817,23.7808,23.782,23.7726,23.7428,23.7748,23.771,23.8781,23.8132,23.8769,23.853,23.7961,23.8227,23.8772,23.8026,23.7466,23.8199,23.8178,23.8014,23.8068,23.7963,23.7957,23.7646,23.7964,23.8326,23.8048,23.7993,23.8103,23.8,23.8201,23.7935,23.8182,23.7758,23.7672,23.8074,23.8071,23.7658,23.6638
-50.6477,0.957243,0.418132,2,7,0,51.174,0.272843,0.268784,0.272843,0.268784,3.26273e+07,1.37055e+06,57571.6,23.816,23.7567,23.7824,23.7816,23.783,23.7737,23.7441,23.7763,23.7727,23.88,23.8152,23.8792,23.8554,23.7987,23.8255,23.8803,23.8059,23.7501,23.8237,23.8218,23.8057,23.8114,23.8013,23.8009,23.7701,23.8023,23.8388,23.8113,23.8062,23.8177,23.8077,23.8284,23.8022,23.8275,23.7857,23.7778,23.8187,23.8191,23.7791,23.678
-50.5171,0.997742,0.418132,2,3,0,50.7532,0.270454,0.152707,0.270454,0.152707,3.26095e+07,1.37017e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7424,23.7744,23.7706,23.8777,23.8126,23.8763,23.8523,23.7953,23.8219,23.8764,23.8017,23.7456,23.8188,23.8166,23.8001,23.8055,23.7949,23.7942,23.763,23.7947,23.8308,23.8028,23.7972,23.808,23.7975,23.8176,23.7907,23.8152,23.7726,23.7635,23.8034,23.8027,23.7607,23.6579
-49.8668,0.981377,0.418132,2,7,0,51.2981,0.284789,0.0897216,0.284789,0.0897216,3.26217e+07,1.37043e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7754,23.7717,23.8789,23.814,23.8779,23.854,23.7972,23.8239,23.8786,23.8041,23.7482,23.8216,23.8197,23.8034,23.8091,23.7988,23.7983,23.7674,23.7995,23.836,23.8084,23.8032,23.8146,23.8046,23.8252,23.799,23.8244,23.7826,23.775,23.8161,23.817,23.7781,23.6785
-53.5489,0.807792,0.418132,2,3,0,54.5705,0.298552,0.206216,0.298552,0.206216,3.26481e+07,1.37098e+06,57571.6,23.8163,23.7572,23.783,23.7824,23.784,23.7749,23.7455,23.778,23.7746,23.8822,23.8176,23.8818,23.8582,23.8019,23.829,23.8841,23.81,23.7546,23.8285,23.827,23.8114,23.8175,23.8079,23.8079,23.7777,23.8105,23.8477,23.8209,23.8165,23.8289,23.8198,23.8415,23.8165,23.8433,23.8029,23.7973,23.8404,23.8436,23.8087,23.7131
-53.6757,1,0.418132,1,1,0,54.4282,0.29965,0.19985,0.29965,0.19985,3.26486e+07,1.37099e+06,57571.6,23.8164,23.7572,23.7831,23.7824,23.784,23.7749,23.7456,23.778,23.7746,23.8822,23.8176,23.8819,23.8583,23.802,23.829,23.8841,23.8101,23.7547,23.8286,23.8271,23.8115,23.8176,23.808,23.8081,23.7779,23.8107,23.8479,23.8211,23.8167,23.8292,23.8201,23.8418,23.8168,23.8437,23.8033,23.7978,23.841,23.8443,23.8096,23.7141
-51.7151,1,0.418132,1,1,0,53.2272,0.297933,0.126115,0.297933,0.126115,3.26393e+07,1.3708e+06,57571.6,23.8161,23.7569,23.7826,23.7819,23.7834,23.7742,23.7447,23.7771,23.7735,23.881,23.8163,23.8804,23.8567,23.8002,23.8271,23.8821,23.8079,23.7523,23.8261,23.8244,23.8086,23.8146,23.8047,23.8046,23.7742,23.8067,23.8437,23.8167,23.812,23.8242,23.8148,23.8362,23.8108,23.8373,23.7965,23.7904,23.833,23.8357,23.8,23.7037
-50.4423,1,0.418132,3,7,0,51.748,0.294743,-0.0106333,0.294743,-0.0106333,3.26309e+07,1.37062e+06,57571.6,23.8159,23.7566,23.7823,23.7815,23.7829,23.7736,23.744,23.7762,23.7726,23.8799,23.8151,23.8791,23.8553,23.7987,23.8255,23.8803,23.806,23.7502,23.8238,23.822,23.806,23.8118,23.8018,23.8015,23.7708,23.8032,23.8399,23.8126,23.8077,23.8196,23.8099,23.831,23.8053,23.8313,23.7901,23.7834,23.8255,23.8275,23.7906,23.6933
-51.3159,0.885562,0.418132,2,7,0,53.859,0.268676,-0.0200021,0.268676,-0.0200021,3.26004e+07,1.36998e+06,57571.6,23.8153,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7735,23.7695,23.8765,23.8113,23.8748,23.8508,23.7936,23.8201,23.8744,23.7995,23.7433,23.8163,23.814,23.7973,23.8025,23.7917,23.7908,23.7593,23.7908,23.8266,23.7984,23.7925,23.8031,23.7923,23.812,23.7847,23.8088,23.7658,23.7561,23.7954,23.7941,23.751,23.6473
-50.1974,0.999685,0.418132,3,7,0,51.5437,0.291824,0.0528042,0.291824,0.0528042,3.26283e+07,1.37057e+06,57571.6,23.8159,23.7565,23.7822,23.7814,23.7827,23.7734,23.7438,23.776,23.7723,23.8796,23.8148,23.8787,23.8549,23.7983,23.825,23.8798,23.8054,23.7497,23.8232,23.8214,23.8053,23.8111,23.8009,23.8006,23.7699,23.8022,23.8388,23.8114,23.8065,23.8182,23.8084,23.8294,23.8035,23.8294,23.788,23.781,23.8228,23.8245,23.7871,23.6891
-49.9273,0.998909,0.418132,2,7,0,50.2957,0.288525,0.0521726,0.288525,0.0521726,3.26244e+07,1.37049e+06,57571.6,23.8158,23.7564,23.7821,23.7812,23.7825,23.7731,23.7435,23.7756,23.7719,23.8792,23.8143,23.8782,23.8543,23.7976,23.8244,23.8791,23.8046,23.7488,23.8222,23.8203,23.8042,23.8099,23.7997,23.7992,23.7684,23.8006,23.8371,23.8096,23.8045,23.8161,23.8062,23.827,23.8009,23.8265,23.7849,23.7776,23.8191,23.8203,23.7821,23.6834
-50.2107,0.995281,0.418132,3,7,0,50.3147,0.274535,0.204087,0.274535,0.204087,3.26199e+07,1.37039e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7717,23.879,23.8141,23.8779,23.854,23.7972,23.8239,23.8786,23.8041,23.7482,23.8215,23.8196,23.8033,23.8089,23.7985,23.798,23.767,23.7991,23.8354,23.8077,23.8024,23.8137,23.8035,23.824,23.7975,23.8226,23.7805,23.7722,23.8128,23.813,23.7725,23.6712
-50.0354,0.998243,0.418132,3,7,0,50.3192,0.279199,0.16251,0.279199,0.16251,3.26208e+07,1.37041e+06,57571.6,23.8158,23.7564,23.782,23.7811,23.7824,23.773,23.7433,23.7755,23.7717,23.8789,23.814,23.8779,23.854,23.7972,23.8239,23.8786,23.8041,23.7482,23.8216,23.8196,23.8034,23.809,23.7987,23.7982,23.7672,23.7993,23.8357,23.808,23.8028,23.8141,23.804,23.8245,23.7982,23.8234,23.7815,23.7735,23.8144,23.8148,23.775,23.6745
-51.1863,0.88258,0.418132,2,3,0,51.3449,0.269166,0.0379679,0.269166,0.0379679,3.26013e+07,1.37e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7417,23.7736,23.7696,23.8766,23.8115,23.875,23.8509,23.7938,23.8202,23.8746,23.7997,23.7435,23.8166,23.8142,23.7976,23.8028,23.792,23.7911,23.7597,23.7912,23.827,23.7988,23.793,23.8036,23.7928,23.8125,23.7853,23.8094,23.7665,23.7569,23.7963,23.795,23.7521,23.6485
-51.4641,0.987403,0.418132,3,7,0,52.545,0.266948,0.0833409,0.266948,0.0833409,3.26004e+07,1.36998e+06,57571.6,23.8154,23.7558,23.7812,23.7801,23.7812,23.7716,23.7416,23.7735,23.7696,23.8765,23.8114,23.8749,23.8508,23.7937,23.8201,23.8745,23.7996,23.7434,23.8164,23.8141,23.7974,23.8026,23.7918,23.7908,23.7594,23.7909,23.8267,23.7984,23.7925,23.8031,23.7923,23.8119,23.7846,23.8086,23.7656,23.7559,23.7951,23.7936,23.7502,23.6462
-50.0522,1,0.418132,2,7,0,52.5685,0.276403,-0.146237,0.276403,-0.146237,3.26159e+07,1.37031e+06,57571.6,23.8157,23.7562,23.7818,23.7809,23.7821,23.7727,23.7429,23.775,23.7712,23.8784,23.8134,23.8772,23.8532,23.7964,23.823,23.8776,23.803,23.7471,23.8204,23.8183,23.8019,23.8075,23.797,23.7964,23.7654,23.7973,23.8335,23.8058,23.8004,23.8115,23.8013,23.8216,23.795,23.8199,23.7777,23.7693,23.8098,23.8099,23.7693,23.668
-49.9057,0.999601,0.418132,3,7,0,50.0701,0.280629,-0.120031,0.280629,-0.120031,3.26188e+07,1.37037e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7823,23.7728,23.7431,23.7752,23.7714,23.8786,23.8137,23.8775,23.8536,23.7968,23.8235,23.8781,23.8035,23.7476,23.821,23.819,23.8027,23.8083,23.7979,23.7973,23.7664,23.7984,23.8347,23.8071,23.8017,23.813,23.8029,23.8234,23.797,23.8221,23.7802,23.7721,23.813,23.8134,23.7736,23.6732
-49.7684,0.989169,0.418132,2,7,0,50.4436,0.283782,0.0414182,0.283782,0.0414182,3.26186e+07,1.37037e+06,57571.6,23.8157,23.7563,23.7818,23.7809,23.7822,23.7728,23.743,23.7751,23.7713,23.8785,23.8136,23.8774,23.8535,23.7966,23.8233,23.8779,23.8034,23.7475,23.8208,23.8188,23.8025,23.8081,23.7977,23.7972,23.7662,23.7982,23.8346,23.8069,23.8016,23.8129,23.8028,23.8233,23.797,23.8222,23.7803,23.7724,23.8134,23.814,23.7747,23.6747
-50.4091,0.982224,0.418132,2,7,0,50.8318,0.276331,0.231426,0.276331,0.231426,3.26257e+07,1.37051e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7438,23.7761,23.7724,23.8797,23.8149,23.8788,23.855,23.7983,23.8251,23.8798,23.8054,23.7496,23.8231,23.8212,23.8051,23.8108,23.8006,23.8001,23.7693,23.8015,23.838,23.8105,23.8053,23.8168,23.8068,23.8275,23.8013,23.8266,23.7848,23.777,23.8179,23.8185,23.7788,23.6782
-50.4836,0.99593,0.418132,2,7,0,50.7855,0.268448,0.225713,0.268448,0.225713,3.26156e+07,1.3703e+06,57571.6,23.8157,23.7563,23.7819,23.781,23.7822,23.7728,23.743,23.7752,23.7714,23.8785,23.8136,23.8774,23.8535,23.7966,23.8232,23.8778,23.8032,23.7473,23.8206,23.8185,23.8022,23.8077,23.7972,23.7966,23.7655,23.7974,23.8336,23.8058,23.8003,23.8114,23.801,23.8212,23.7945,23.8192,23.7768,23.768,23.8081,23.8076,23.7659,23.6632
-50.2228,0.943985,0.418132,2,7,0,50.8803,0.273192,0.171822,0.273192,0.171822,3.26147e+07,1.37028e+06,57571.6,23.8157,23.7562,23.7818,23.7808,23.7821,23.7726,23.7429,23.7749,23.7711,23.8783,23.8133,23.8771,23.8531,23.7963,23.8229,23.8774,23.8028,23.7468,23.8201,23.818,23.8017,23.8072,23.7967,23.796,23.7649,23.7968,23.833,23.8052,23.7997,23.8108,23.8005,23.8207,23.7941,23.8189,23.7765,23.7679,23.8082,23.8079,23.7668,23.6648
-50.8737,0.921436,0.418132,3,7,0,51.8196,0.287631,-0.188565,0.287631,-0.188565,3.26334e+07,1.37068e+06,57571.6,23.816,23.7567,23.7825,23.7817,23.7832,23.7739,23.7443,23.7766,23.7731,23.8804,23.8157,23.8797,23.856,23.7994,23.8263,23.8811,23.8068,23.7511,23.8248,23.823,23.8071,23.8129,23.8029,23.8027,23.7721,23.8045,23.8412,23.814,23.8091,23.821,23.8113,23.8324,23.8066,23.8326,23.7913,23.7844,23.8263,23.8281,23.7905,23.6922
-50.3065,1,0.418132,1,1,0,50.7673,0.285758,-0.158198,0.285758,-0.158198,3.2628e+07,1.37056e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7724,23.8797,23.8149,23.8789,23.8551,23.7984,23.8252,23.88,23.8056,23.7498,23.8234,23.8215,23.8054,23.8112,23.801,23.8007,23.7699,23.8022,23.8388,23.8114,23.8064,23.818,23.8082,23.8291,23.8031,23.8288,23.7873,23.78,23.8215,23.8228,23.7846,23.6856
-50.2954,1,0.418132,3,7,0,50.38,0.286203,-0.152728,0.286203,-0.152728,3.2628e+07,1.37056e+06,57571.6,23.8159,23.7566,23.7822,23.7814,23.7828,23.7735,23.7439,23.7761,23.7724,23.8797,23.8149,23.8789,23.8551,23.7984,23.8252,23.88,23.8056,23.7498,23.8233,23.8215,23.8054,23.8112,23.801,23.8007,23.7699,23.8022,23.8388,23.8114,23.8064,23.818,23.8082,23.8291,23.8031,23.8288,23.7873,23.78,23.8216,23.8229,23.7847,23.6859
-50.564,0.981158,0.418132,3,7,0,50.7292,0.269413,0.170242,0.269413,0.170242,3.261e+07,1.37019e+06,57571.6,23.8156,23.7561,23.7816,23.7806,23.7818,23.7723,23.7425,23.7745,23.7707,23.8778,23.8127,23.8764,23.8524,23.7955,23.8221,23.8766,23.8019,23.7458,23.819,23.8168,23.8003,23.8057,23.7952,23.7944,23.7632,23.795,23.831,23.8031,23.7974,23.8083,23.7978,23.8178,23.791,23.8154,23.7728,23.7638,23.8036,23.8028,23.7607,23.6579
-50.8305,0.963482,0.418132,1,1,0,50.8374,0.268237,0.149108,0.268237,0.149108,3.26066e+07,1.37011e+06,57571.6,23.8155,23.756,23.7815,23.7804,23.7816,23.7721,23.7422,23.7742,23.7703,23.8773,23.8123,23.8759,23.8519,23.7949,23.8214,23.8758,23.8011,23.745,23.8181,23.8158,23.7993,23.8046,23.794,23.7932,23.7618,23.7935,23.8295,23.8014,23.7957,23.8064,23.7958,23.8157,23.7887,23.813,23.7702,23.7609,23.8005,23.7995,23.7569,23.6535
-51.5704,0.953465,0.418132,2,5,0,51.8154,0.263672,0.157865,0.263672,0.157865,3.2602e+07,1.37002e+06,57571.6,23.8154,23.7559,23.7813,23.7802,23.7814,23.7718,23.7418,23.7738,23.7698,23.8768,23.8117,23.8753,23.8512,23.7941,23.8206,23.875,23.8001,23.7439,23.817,23.8147,23.798,23.8033,23.7925,23.7916,23.7601,23.7917,23.8275,23.7993,23.7934,23.804,23.7932,23.8128,23.7856,23.8096,23.7665,23.7567,23.7958,23.7942,23.7505,23.6461
-51.4812,1,0.418132,2,3,0,51.8115,0.271065,0.324941,0.271065,0.324941,3.26354e+07,1.37072e+06,57571.6,23.8162,23.7569,23.7828,23.7821,23.7835,23.7744,23.7449,23.7772,23.7737,23.8812,23.8165,23.8806,23.8569,23.8004,23.8273,23.8822,23.808,23.7523,23.826,23.8243,23.8084,23.8143,23.8043,23.804,23.7734,23.8058,23.8426,23.8153,23.8103,23.8221,23.8124,23.8333,23.8073,23.833,23.7914,23.7839,23.8252,23.826,23.7864,23.6857
-49.8434,1,0.418132,2,7,0,51.7901,0.280425,-0.00595291,0.280425,-0.00595291,3.26142e+07,1.37027e+06,57571.6,23.8156,23.7561,23.7817,23.7807,23.7819,23.7725,23.7427,23.7747,23.7709,23.878,23.813,23.8767,23.8528,23.7959,23.8225,23.8771,23.8024,23.7464,23.8197,23.8176,23.8012,23.8067,23.7962,23.7956,23.7645,23.7964,23.8326,23.8048,23.7994,23.8105,23.8003,23.8206,23.794,23.819,23.7768,23.7685,23.8091,23.8093,23.7691,23.6683
-50.7586,0.965249,0.418132,3,7,0,50.8715,0.277603,-0.253391,0.277603,-0.253391,3.26304e+07,1.37061e+06,57571.6,23.816,23.7567,23.7824,23.7817,23.7831,23.7738,23.7443,23.7766,23.7729,23.8803,23.8155,23.8795,23.8558,23.7992,23.826,23.8808,23.8065,23.7508,23.8244,23.8225,23.8065,23.8123,23.8022,23.8019,23.7712,23.8035,23.8401,23.8127,23.8077,23.8194,23.8096,23.8304,23.8044,23.8299,23.7883,23.7808,23.8221,23.823,23.7839,23.6839
-51.7105,0.86585,0.418132,2,3,0,51.8611,0.280027,-0.285107,0.280027,-0.285107,3.26385e+07,1.37078e+06,57571.6,23.8162,23.757,23.7828,23.7821,23.7836,23.7744,23.745,23.7774,23.7739,23.8813,23.8166,23.8808,23.8571,23.8007,23.8276,23.8826,23.8084,23.7528,23.8265,23.8248,23.809,23.8149,23.805,23.8049,23.7744,23.8069,23.8437,23.8166,23.8118,23.8237,23.8142,23.8353,23.8096,23.8356,23.7944,23.7874,23.8293,23.8308,23.7927,23.6936
-52.3717,0.889552,0.418132,2,3,0,53.0045,0.282991,-0.2892,0.282991,-0.2892,3.26426e+07,1.37087e+06,57571.6,23.8163,23.7571,23.783,23.7823,23.7839,23.7747,23.7453,23.7778,23.7743,23.8818,23.8172,23.8814,23.8577,23.8014,23.8283,23.8834,23.8093,23.7537,23.8276,23.826,23.8102,23.8162,23.8064,23.8064,23.776,23.8086,23.8456,23.8185,23.8139,23.826,23.8166,23.8379,23.8124,23.8386,23.7976,23.7911,23.8332,23.8352,23.7979,23.6996
-52.2557,0.99744,0.418132,3,7,0,53.4103,0.27942,0.307403,0.27942,0.307403,3.26418e+07,1.37085e+06,57571.6,23.8163,23.7571,23.783,23.7823,23.7839,23.7747,23.7453,23.7777,23.7743,23.8818,23.8172,23.8814,23.8577,23.8013,23.8283,23.8833,23.8092,23.7536,23.8275,23.8258,23.8101,23.8161,23.8063,23.8062,23.7757,23.8083,23.8453,23.8182,23.8135,23.8255,23.8161,23.8373,23.8117,23.8378,23.7967,23.79,23.8319,23.8336,23.7957,23.6968
